Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Primary_Genre
"https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Star Wars: Episode V - The Empire Strikes Back,-0.4840452205670386,14,0.06667380224396705,"Action, Adventure, Fantasy",2.8466552323821697,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",0.3552144553757831,Irvin Kershner,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,2.372253600213716,2.054514878571605,Action
"https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",One Flew Over the Cuckoo's Nest,-0.6993728134541004,1,0.41298469535517984,Drama,2.8466552323821697,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",0.4474163468848695,Milos Forman,Jack Nicholson,Louise Fletcher,Michael Berryman,Peter Brocco,2.372253600213716,1.1044929117837943,Drama
"https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",Hamilton,1.2385755225294566,6,1.451917374688818,"Biography, Drama, History",2.468840887071982,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",1.0928295874484741,Thomas Kail,Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Rene Elise Goldsberry,-0.7705786985051967,0.27853523419851484,Biography
"https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Gisaengchung,1.195510003952044,1,0.3745057072317117,"Comedy, Drama, Thriller",2.468840887071982,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,1.6460409365029927,Bong Joon Ho,Kang-ho Song,Lee Sun-kyun,Cho Yeo-jeong,Choi Woo-sik,1.1894652177420124,0.0029938787088482754,Comedy
"https://m.media-amazon.com/images/M/MV5BOTc2ZTlmYmItMDBhYS00YmMzLWI4ZjAtMTI5YTBjOTFiMGEwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Soorarai Pottru,1.2385755225294566,12,1.1825644578245416,Drama,2.468840887071982,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",-0.016218075543383823,Sudha Kongara,Suriya,Madhavan,Paresh Rawal,Aparna Balamurali,-0.7717449058617893,0.27853523419851484,Drama
"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Interstellar,0.9801824110649823,14,1.798228267800031,"Adventure, Drama, Sci-Fi",2.468840887071982,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,-0.382400676696908,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy,2.372253600213716,2.054514878571605,Adventure
"https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Cidade de Deus,0.4633961881360337,1,0.29754773098477555,"Crime, Drama",2.468840887071982,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",0.07860878084852393,Fernando Meirelles,Ktia Lund,Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele,1.7665723838871754,-0.8575160790186591,Crime
"https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Sen to Chihiro no kamikakushi,0.42033066955862136,12,0.10515279036743513,"Animation, Adventure, Family",2.468840887071982,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",1.6460409365029927,Hayao Miyazaki,Daveigh Chase,Suzanne Pleshette,Miyu Irino,Rumi Hiiragi,1.5779304641788887,-0.8106911851331938,Animation
"https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Saving Private Ryan,0.2911341138263842,8,1.798228267800031,"Drama, War",2.468840887071982,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",1.1850314789575607,Steven Spielberg,Tom Hanks,Matt Damon,Tom Sizemore,Edward Burns,2.372253600213716,2.054514878571605,Drama
"https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_UX67_CR0,0,67,98_AL_.jpg",The Green Mile,0.33419963240379663,1,2.5293290421459247,"Crime, Drama, Fantasy",2.468840887071982,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",-1.581025266315031,Frank Darabont,Tom Hanks,Michael Clarke Duncan,David Morse,Bonnie Hunt,2.372253600213716,1.570426476975054,Crime
"https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",La vita  bella,0.24806859524897185,12,-0.24115810274377764,"Comedy, Drama, Romance",2.468840887071982,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",-1.7654290493332039,Roberto Benigni,Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini,Giustino Durano,1.468610344167489,0.08246878005849934,Comedy
"https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Se7en,0.1619375580941471,1,0.1821107666143713,"Crime, Drama, Mystery",2.468840887071982,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",-1.2122177002786856,David Fincher,Morgan Freeman,Brad Pitt,Kevin Spacey,Andrew Kevin Walker,2.372253600213716,0.8814140819026841,Crime
"https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Silence of the Lambs,-0.010324516215502408,1,-0.16420012649684146,"Crime, Drama, Thriller",2.468840887071982,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",0.6318201299030423,Jonathan Demme,Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,Kasi Lemmons,2.372253600213716,1.4566087449453642,Crime
"https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Star Wars,-0.6132417762992757,14,-0.04876316212643721,"Action, Adventure, Fantasy",2.468840887071982,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",1.0928295874484741,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher,Alec Guinness,2.372253600213716,2.054514878571605,Action
"https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY98_CR2,0,67,98_AL_.jpg",Seppuku,-1.2592245549604613,12,0.41298469535517984,"Action, Drama, Mystery",2.468840887071982,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",0.6318201299030423,Masaki Kobayashi,Tatsuya Nakadai,Akira Ishihama,Shima Iwashita,Tetsur Tanba,-0.8229280131911617,0.27853523419851484,Action
"https://m.media-amazon.com/images/M/MV5BOWE4ZDdhNmMtNzE5ZC00NzExLTlhNGMtY2ZhYjYzODEzODA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Shichinin no samurai,-1.6037487035797604,12,2.5293290421459247,"Action, Adventure, Drama",2.468840887071982,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,1.8304447195211653,Akira Kurosawa,Toshir Mifune,Takashi Shimura,Keiko Tsushima,Yukiko Shimazaki,0.25557739827388365,-0.9945518730106755,Action
"https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY98_CR0,0,67,98_AL_.jpg",It's a Wonderful Life,-1.9482728521990593,5,0.29754773098477555,"Drama, Family, Fantasy",2.468840887071982,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,1.0006276959393878,Frank Capra,James Stewart,Donna Reed,Lionel Barrymore,Thomas Mitchell,0.6103920466274585,0.27853523419851484,Drama
"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Joker,1.195510003952044,1,-0.010284174002969122,"Crime, Drama, Thriller",2.0910265417617944,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",-1.7654290493332039,Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy,2.372253600213716,2.054514878571605,Crime
"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Whiplash,0.9801824110649823,1,-0.6259479839784585,"Drama, Music",2.0910265417617944,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,0.9084258044303014,Damien Chazelle,Miles Teller,J.K. Simmons,Melissa Benoist,Paul Reiser,1.8387866225323966,-0.7536524097591618,Drama
"https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Intouchables,0.8509858553327452,14,-0.39507405523765,"Biography, Comedy, Drama",2.0910265417617944,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",-1.9498328323513767,Olivier Nakache,ric Toledano,Franois Cluzet,Omar Sy,Anne Le Ny,2.0073154052291793,-0.7519563364610038,Biography
"https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UX67_CR0,0,67,98_AL_.jpg",The Prestige,0.6356582624456832,12,0.29754773098477555,"Drama, Mystery, Sci-Fi",2.0910265417617944,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",-1.120015808769599,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,Michael Caine,2.372253600213716,-0.0022279139323822554,Drama
"https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_UX67_CR0,0,67,98_AL_.jpg",The Departed,0.6356582624456832,1,1.1056064815776054,"Crime, Drama, Thriller",2.0910265417617944,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,0.6318201299030423,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,2.372253600213716,1.4874449434708965,Crime
"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg",The Pianist,0.4633961881360337,8,1.0671274934541373,"Biography, Drama, Music",2.0910265417617944,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,0.6318201299030423,Roman Polanski,Adrien Brody,Thomas Kretschmann,Frank Finlay,Emilia Fox,1.8861362171659426,-0.38767854502114957,Biography
"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Gladiator,0.377265150981209,14,1.2595224340714777,"Action, Adventure, Drama",2.0910265417617944,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,-1.0278139172605127,Ridley Scott,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,2.372253600213716,2.054514878571605,Action
"https://m.media-amazon.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",American History X,0.2911341138263842,8,-0.12572113837337337,Drama,2.0910265417617944,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,-1.4888233748059447,Tony Kaye,Edward Norton,Edward Furlong,Beverly D'Angelo,Jennifer Lien,2.372253600213716,-0.873363198538992,Drama
"https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Usual Suspects,0.1619375580941471,1,-0.6259479839784585,"Crime, Mystery, Thriller",2.0910265417617944,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",-0.10579500216964885,Bryan Singer,Kevin Spacey,Gabriel Byrne,Chazz Palminteri,Stephen Baldwin,2.372253600213716,-0.5610978456487118,Crime
"https://m.media-amazon.com/images/M/MV5BODllNWE0MmEtYjUwZi00ZjY3LThmNmQtZjZlMjI2YTZjYmQ0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",Lon,0.11887203951673472,1,-0.47203203148458617,"Action, Crime, Drama",2.0910265417617944,"Mathilda, a 12-year-old girl, is reluctantly taken in by Lon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protge and learns the assassin's trade.",-1.304419591787772,Luc Besson,Jean Reno,Gary Oldman,Natalie Portman,Danny Aiello,2.372253600213716,-0.6332446004378194,Action
"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg",The Lion King,0.11887203951673472,12,-1.318569770200884,"Animation, Adventure, Drama",2.0910265417617944,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",0.9084258044303014,Roger Allers,Rob Minkoff,Matthew Broderick,Jeremy Irons,James Earl Jones,2.372253600213716,2.054514878571605,Animation
"https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Terminator 2: Judgment Day,-0.010324516215502408,12,0.5669006478490521,"Action, Sci-Fi",2.0910265417617944,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",-0.2901987851878216,James Cameron,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,2.372253600213716,2.054514878571605,Action
"https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_UX67_CR0,0,67,98_AL_.jpg",Nuovo Cinema Paradiso,-0.13952107194773955,12,1.2595224340714777,"Drama, Romance",2.0910265417617944,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,0.17081067235761033,Giuseppe Tornatore,Philippe Noiret,Enzo Cannavale,Antonella Attili,Isa Danieli,-0.07923836987001574,-0.774347712748469,Drama
